"","Screen","Name","marker"
"80","PEST06","Pirimicarb","X"
"81","PEST06","Pirimiphos-methyl","X"
"82","PEST06","Procymidone","X"
"83","PEST06","Profenofos","X"
"84","PEST06","Propargite","X"
"85","PEST06","Propiconazole","X"
"86","PEST06","Prothiofos","X"
"87","PEST06","Pymetrozine","X"
"88","PEST06","Pyraclostrobin","X"
"89","PEST06","Pyrethrins","X"
"90","PEST06","Pyrimethanil","X"
"91","PEST06","Pyriproxyfen","X"
"92","PEST06","Quintozene","X"
"93","PEST06","Spinosad","X"
"94","PEST06","Spirotetramat","X"
"95","PEST06","Tau-fluvalinate","X"
"96","PEST06","Tebuconazole","X"
"97","PEST06","Tebufenozide","X"
"98","PEST06","Tebufenpyrad","X"
"99","PEST06","Terbufos","X"
"100","PEST06","Tetradifon","X"
"101","PEST06","Thiabendazole","X"
"102","PEST06","Thiacloprid","X"
"103","PEST06","Thiamethoxam","X"
"104","PEST06","Triadimefon Total","X"
"105","PEST06","Triadimenol","X"
"106","PEST06","Trichlorfon","X"
"107","PEST06","Trifloxystrobin","X"
"108","PEST06","Vinclozolin","X"
"109","PEST08","Abamectin","X"
"110","PEST08","Acephate","X"
"111","PEST08","Acetamiprid","X"
"112","PEST08","Acetamiprid-N-desmethyl","X"
"113","PEST08","Acetochlor","X"
"114","PEST08","Acibenzolar acid","X"
"115","PEST08","Acibenzolar-S-methyl","X"
"116","PEST08","Acrinathrin","X"
"117","PEST08","Alachlor","X"
"118","PEST08","Alanycarb","X"
"119","PEST08","Aldicarb","X"
"120","PEST08","Aldicarbsulfoxide","X"
"121","PEST08","Aldoxycarb","X"
"122","PEST08","Aldrin","X"
"123","PEST08","Allidochlor","X"
"124","PEST08","Ametoctradin","X"
"125","PEST08","Ametryn","X"
"126","PEST08","Anilofos","X"
"127","PEST08","Anthraquinone","X"
"128","PEST08","Atrazine","X"
"129","PEST08","Azaconazole","X"
"130","PEST08","Azamethiphos","X"
"131","PEST08","Azinphos-methyl","X"
"132","PEST08","Azoxystrobin","X"
"133","PEST08","Benalaxyl","X"
"134","PEST08","Bendiocarb","X"
"135","PEST08","Benfluralin","X"
"136","PEST08","Benodanil","X"
"137","PEST08","Benoxacor","X"
"138","PEST08","Bensulfuron-methyl","X"
"139","PEST08","Bensulide","X"
"140","PEST08","Benzalkonium chloride","X"
"141","PEST08","Bifenox","X"
"142","PEST08","Bifenthrin","X"
"143","PEST08","Bioresmethrin","X"
"144","PEST08","Bitertanol","X"
"145","PEST08","Boscalid","X"
"146","PEST08","Bromacil","X"
"147","PEST08","Bromobutide","X"
"148","PEST08","Bromophos","X"
"149","PEST08","Bromophos-ethyl","X"
"150","PEST08","Bromopropylate","X"
"151","PEST08","Bupirimate","X"
"152","PEST08","Buprofezin","X"
"153","PEST08","Butachlor","X"
"154","PEST08","Butafenacil","X"
"155","PEST08","Butamifos","X"
"156","PEST08","Cadusafos","X"
"157","PEST08","Cafenstrole","X"
"158","PEST08","Captan","X"
"159","PEST08","Carbaryl","X"
"160","PEST08","Carbendazim","X"
"161","PEST08","Carbetamide","X"
"162","PEST08","Carbofuran","X"
"163","PEST08","Carboxin","X"
"164","PEST08","Carfentrazone-ethyl","X"
"165","PEST08","Carpropamid","X"
"166","PEST08","Chlorantraniliprole","X"
"167","PEST08","Chlorbufam","X"
"168","PEST08","cis-Chlordane","X"
"169","PEST08","trans-Chlordane","X"
"170","PEST08","Chlorfenapyr","X"
"171","PEST08","Chlorfenvinphos","X"
"172","PEST08","Chloridazon","X"
"173","PEST08","Chlorimuron-ethyl","X"
"174","PEST08","Chlorobenzilate","X"
"175","PEST08","Chlorothalonil","X"
"176","PEST08","Chlorotoluron","X"
"177","PEST08","Chloroxuron","X"
"178","PEST08","Chlorpropham","X"
"179","PEST08","Chlorpyrifos","X"
"180","PEST08","Chlorpyrifos-methyl","X"
"181","PEST08","Chlorsulfuron","X"
"182","PEST08","Chlorthal-dimethyl","X"
"183","PEST08","Chlorthiophos","X"
"184","PEST08","Chlozolinate","X"
"185","PEST08","Chromafenozide","X"
"186","PEST08","Cinidon-ethyl","X"
"187","PEST08","Clethodim","X"
"188","PEST08","Clodinafop-propargyl","X"
"189","PEST08","Clofentezine","X"
"190","PEST08","Clomazone","X"
"191","PEST08","Cloquintocet-mexyl","X"
"192","PEST08","Clothianidin","X"
"193","PEST08","Coumaphosoxon","X"
"194","PEST08","Coumaphos","X"
"195","PEST08","Cyanazine","X"
"196","PEST08","Cyanophos","X"
"197","PEST08","Cyazofamid","X"
"198","PEST08","Cyclanilide","X"
"199","PEST08","Cycloate","X"
"200","PEST08","Cyclosulfamuron","X"
"201","PEST08","Cyflufenamid","X"
"202","PEST08","Cyfluthrin","X"
"203","PEST08","Cyhalofop-butyl","X"
"204","PEST08","Cyhalothrin","X"
"205","PEST08","Cymoxanil","X"
"206","PEST08","Cypermethrin","X"
"207","PEST08","Cyproconazole","X"
"208","PEST08","Cyprodinil","X"
"209","PEST08","Cyromazine","X"
"210","PEST08","Daimuron","X"
"211","PEST08","o""-DDD","X"
"212","PEST08","p""-DDD","X"
"213","PEST08","o""-DDE","X"
"214","PEST08","p""-DDE","X"
"215","PEST08","o""-DDT","X"
"216","PEST08","p""-DDT","X"
"217","PEST08","Deltamethrin","X"
"218","PEST08","Demeton-S-methyl","X"
"219","PEST08","Demeton-S-methylsulfoxide","X"
"220","PEST08","Desmedipham","X"
"221","PEST08","Diallate","X"
"222","PEST08","Diazinon","X"
"223","PEST08","Dichlobenil","X"
"224","PEST08","Dichlofenthion","X"
"225","PEST08","Dichlofluanid","X"
"226","PEST08","Dichlorvos","X"
"227","PEST08","Diclobutrazol","X"
"228","PEST08","Diclocymet","X"
"229","PEST08","Diclofop-methyl","X"
"230","PEST08","Dicloran","X"
"231","PEST08","Diclosulam","X"
"232","PEST08","Dicofol","X"
"233","PEST08","Dicrotophos","X"
"234","PEST08","Dicyclanil","X"
"235","PEST08","Didecyldimethylammonium chloride","X"
"236","PEST08","Dieldrin","X"
"237","PEST08","Diethofencarb","X"
"238","PEST08","Difenoconazole","X"
"239","PEST08","Diflubenzuron","X"
"240","PEST08","Diflufenican","X"
"241","PEST08","Dimepiperate","X"
"242","PEST08","Dimethenamid","X"
"243","PEST08","Dimethoate","X"
"244","PEST08","Dimethomorph","X"
"245","PEST08","Dimethylvinphos","X"
"246","PEST08","Dioxabenzofos","X"
"247","PEST08","Dioxathion","X"
"248","PEST08","Diphenamid","X"
"249","PEST08","Diphenylamine","X"
"250","PEST08","Disulfoton","X"
"251","PEST08","Dithiopyr","X"
"252","PEST08","Diuron","X"
"253","PEST08","Dodine","X"
"254","PEST08","Edifenphos","X"
"255","PEST08","Emamectinbenzoate","X"
"256","PEST08","alpha-Endosulfan","X"
"257","PEST08","beta-Endosulfan","X"
"258","PEST08","Endosulfan sulfate","X"
"259","PEST08","Endrin","X"
"260","PEST08","Endrin ketone","X"
"261","PEST08","EPN","X"
"262","PEST08","Epoxiconazole","X"
"263","PEST08","EPTC","X"
"264","PEST08","Esprocarb","X"
"265","PEST08","Ethalfluralin","X"
"266","PEST08","Ethametsulfuron-methyl","X"
"267","PEST08","Ethiofencarb","X"
"268","PEST08","Ethion","X"
"269","PEST08","Ethiprole","X"
"270","PEST08","Ethofumesate","X"
"271","PEST08","Ethoprophos","X"
"272","PEST08","Ethoxyquin","X"
"273","PEST08","Ethoxysulfuron","X"
"274","PEST08","Ethychlozate","X"
"275","PEST08","Etobenzanid","X"
"276","PEST08","Etoxazole","X"
"277","PEST08","Etridiazole","X"
"278","PEST08","Etrimfos","X"
"279","PEST08","Famoxadone","X"
"280","PEST08","Famphur","X"
"281","PEST08","Fenamidone","X"
"282","PEST08","Fenamiphos","X"
"283","PEST08","Fenarimol","X"
"284","PEST08","Fenbuconazole","X"
"285","PEST08","Fenchlorphos","X"
"286","PEST08","Fenhexamid","X"
"287","PEST08","Fenitrothion","X"
"288","PEST08","Fenobucarb","X"
"289","PEST08","Fenothiocarb","X"
"290","PEST08","Fenoxanil","X"
"291","PEST08","Fenoxaprop-ethyl","X"
"292","PEST08","Fenoxaprop","X"
"293","PEST08","Fenoxycarb","X"
"294","PEST08","Fenpiclonil","X"
"295","PEST08","Fenpropathrin","X"
"296","PEST08","Fenpropidin","X"
"297","PEST08","Fenpropimorph","X"
"298","PEST08","Fenpyroximate","X"
"299","PEST08","Fensulfothion","X"
"300","PEST08","Fenthion","X"
"301","PEST08","Fenthion ethyl","X"
"302","PEST08","Fenthion sulfone","X"
"303","PEST08","Fenthion sulfoxide","X"
"304","PEST08","Fenthion-oxon","X"
"305","PEST08","Fenthion-oxon sulfone","X"
"306","PEST08","Fenthion-oxon sulfoxide","X"
"307","PEST08","Fentrazamide","X"
"308","PEST08","Fenvalerate","X"
"309","PEST08","Ferimzone","X"
"310","PEST08","Fipronil","X"
"311","PEST08","Fipronil sulfide","X"
"312","PEST08","Fipronil sulfone","X"
"313","PEST08","Flamprop","X"
"314","PEST08","Flamprop-methyl","X"
"315","PEST08","Flazasulfuron","X"
"316","PEST08","Fluacrypyrim","X"
"317","PEST08","Fluazifop-P-butyl","X"
"318","PEST08","Fluazinam","X"
"319","PEST08","Flubendazole","X"
"320","PEST08","Flubendiamide","X"
"321","PEST08","Flucythrinate","X"
"322","PEST08","Fludioxonil","X"
"323","PEST08","Flufenacet","X"
"324","PEST08","Flumiclorac-pentyl","X"
"325","PEST08","Flumioxazin","X"
"326","PEST08","Fluometuron","X"
"327","PEST08","Fluopicolide","X"
"328","PEST08","Fluopyram","X"
"329","PEST08","Fluquinconazole","X"
"330","PEST08","Fluridone","X"
"331","PEST08","Flusilazole","X"
"332","PEST08","Fluthiacet-methyl","X"
"333","PEST08","Flutolanil","X"
"334","PEST08","Flutriafol","X"
"335","PEST08","Fluvalinate","X"
"336","PEST08","Folpet","X"
"337","PEST08","Fonofos","X"
"338","PEST08","Forchlorfenuron","X"
"339","PEST08","Formetanate hydrochloride","X"
"340","PEST08","Fosthiazate","X"
"341","PEST08","Fuberidazole","X"
"342","PEST08","Furalaxyl","X"
"343","PEST08","Furametpyr","X"
"344","PEST08","Furathiocarb","X"
"345","PEST08","Halosulfuron-methyl","X"
"346","PEST08","Haloxyfop-etotyl","X"
"347","PEST08","Haloxyfop-methyl","X"
"348","PEST08","alpha-HCH","X"
"349","PEST08","beta-HCH","X"
"350","PEST08","gamma-HCH","X"
"351","PEST08","delta-HCH","X"
"352","PEST08","Heptachlor","X"
"353","PEST08","Heptachlor endo-epoxide","X"
"354","PEST08","Heptachlor exo-epoxide","X"
"355","PEST08","Heptenophos","X"
"356","PEST08","Hexachlorobenzene","X"
"357","PEST08","Hexaconazole","X"
"358","PEST08","Hexaflumuron","X"
"359","PEST08","Hexazinone","X"
"360","PEST08","Hexythiazox","X"
"361","PEST08","Imazalil","X"
"362","PEST08","Imazamethabenz-methyl","X"
"363","PEST08","Imazosulfuron","X"
"364","PEST08","Imidacloprid","X"
"365","PEST08","5-Hydroxyimidacloprid","X"
"366","PEST08","Imidacloprid olefin","X"
"367","PEST08","Inabenfide","X"
"368","PEST08","Indanofan","X"
"369","PEST08","Indoxacarb","X"
"370","PEST08","Iodosulfuron-methyl","X"
"371","PEST08","Iprobenfos","X"
"372","PEST08","Iprodione","X"
"373","PEST08","Iprovalicarb","X"
"374","PEST08","Isazofos","X"
"375","PEST08","Isofenphos","X"
"376","PEST08","Isofenphos-methyl","X"
"377","PEST08","Isoprocarb","X"
"378","PEST08","Isoprothiolane","X"
"379","PEST08","Isoproturon","X"
"380","PEST08","Isopyrazam","X"
"381","PEST08","Isoxathion","X"
"382","PEST08","Iodfenphos","X"
"383","PEST08","Karbutilate","X"
"384","PEST08","Kresoxim-methyl","X"
"385","PEST08","Lactofen","X"
"386","PEST08","Lenacil","X"
"387","PEST08","Leptophos","X"
"388","PEST08","Linuron","X"
"389","PEST08","Lufenuron","X"
"390","PEST08","Malathion","X"
"391","PEST08","Mandipropamid","X"
"392","PEST08","Mefenacet","X"
"393","PEST08","Mefenpyr-diethyl","X"
"394","PEST08","Mepanipyrim","X"
"395","PEST08","Mepronil","X"
"396","PEST08","Mesotrione","X"
"397","PEST08","Metalaxyl","X"
"398","PEST08","Metamitron","X"
"399","PEST08","Metconazole","X"
"400","PEST08","Methabenzthiazuron","X"
"401","PEST08","Methacrifos","X"
"402","PEST08","Methamidophos","X"
"403","PEST08","Methidathion","X"
"404","PEST08","Methiocarb","X"
"405","PEST08","Methiocarb sulfone","X"
"406","PEST08","Methiocarb sulfoxide","X"
"407","PEST08","Methomyl","X"
"408","PEST08","Methoxychlor","X"
"409","PEST08","Methoxyfenozide","X"
"410","PEST08","Metobromuron","X"
"411","PEST08","Metolachlor","X"
"412","PEST08","(E)-Metominostrobin","X"
"413","PEST08","(Z)-Metominostrobin","X"
"414","PEST08","Metosulam","X"
"415","PEST08","Metrafenone","X"
"416","PEST08","Metribuzin","X"
"417","PEST08","Metsulfuron-methyl","X"
"418","PEST08","Mevinphos","X"
"419","PEST08","Milbemycin A3","X"
"420","PEST08","Milbemycin A4","X"
"421","PEST08","Mirex","X"
"422","PEST08","Molinate","X"
"423","PEST08","Monocrotophos","X"
"424","PEST08","Monolinuron","X"
"425","PEST08","Myclobutanil","X"
"426","PEST08","Napropamide","X"
"427","PEST08","Nicotine","X"
"428","PEST08","Nitrofen","X"
"429","PEST08","Nitrothal-isopropyl","X"
"430","PEST08","Norflurazon","X"
"431","PEST08","Novaluron","X"
"432","PEST08","Octhilinone","X"
"433","PEST08","Omethoate","X"
"434","PEST08","Oryzalin","X"
"435","PEST08","Oxabetrinil","X"
"436","PEST08","Oxadiazon","X"
"437","PEST08","Oxadixyl","X"
"438","PEST08","Oxamyl","X"
"439","PEST08","Oxycarboxin","X"
"440","PEST08","Oxyfluorfen","X"
"441","PEST08","Paclobutrazol","X"
"442","PEST08","Parathion","X"
"443","PEST08","Parathion-methyl","X"
"444","PEST08","Penconazole","X"
"445","PEST08","Pencycuron","X"
"446","PEST08","Pendimethalin","X"
"447","PEST08","Pentachlorobenzene","X"
"448","PEST08","Penthiopyrad","X"
"449","PEST08","Permethrin","X"
"450","PEST08","Phenmedipham","X"
"451","PEST08","Phenthoate","X"
"452","PEST08","2-Phenylphenol","X"
"453","PEST08","Phorate","X"
"454","PEST08","Phoratesulfone","X"
"455","PEST08","Phoratesulfoxide","X"
"456","PEST08","Phosalone","X"
"457","PEST08","Phosmet","X"
"458","PEST08","Phosphamidon","X"
"459","PEST08","Phoxim","X"
"460","PEST08","Picolinafen","X"
"461","PEST08","Piperonyl butoxide","X"
"462","PEST08","Piperophos","X"
"463","PEST08","Pirimicarb","X"
"464","PEST08","Pirimiphos-methyl","X"
"465","PEST08","Pretilachlor","X"
"466","PEST08","Prochloraz","X"
"467","PEST08","Procymidone","X"
"468","PEST08","Profenofos","X"
"469","PEST08","Promecarb","X"
"470","PEST08","Prometryn","X"
"471","PEST08","Propachlor","X"
"472","PEST08","Propamocarb","X"
"473","PEST08","Propanil","X"
"474","PEST08","Propaphos","X"
"475","PEST08","Propaquizafop","X"
"476","PEST08","Propargite","X"
"477","PEST08","Propazine","X"
"478","PEST08","Propetamphos","X"
"479","PEST08","Propham","X"
"480","PEST08","Propiconazole","X"
"481","PEST08","Propoxur","X"
"482","PEST08","Propyzamide","X"
"483","PEST08","Proquinazid","X"
"484","PEST08","Prosulfocarb","X"
"485","PEST08","Prothiofos","X"
"486","PEST08","Pymetrozin","X"
"487","PEST08","Pyraclofos","X"
"488","PEST08","Pyraclostrobin","X"
"489","PEST08","Pyraflufen-ethyl","X"
"490","PEST08","Pyrasulfotole","X"
"491","PEST08","Pyrazophos","X"
"492","PEST08","Pyrethrins","X"
"493","PEST08","Pyributicarb","X"
"494","PEST08","Pyridaben","X"
"495","PEST08","Pyridaphenthion","X"
"496","PEST08","Pyrifenox","X"
"497","PEST08","Pyriftalid","X"
"498","PEST08","Pyrimethanil","X"
"499","PEST08","Pyrimidifen","X"
"500","PEST08","(E)-Pyriminobac-methyl","X"
"501","PEST08","(Z)-Pyriminobac-methyl","X"
"502","PEST08","Pyriproxyfen","X"
"503","PEST08","Pyroquilon","X"
"504","PEST08","Pyroxsulam","X"
"505","PEST08","Quinalphos","X"
"506","PEST08","Quinoclamine","X"
"507","PEST08","Quinoxyfen","X"
"508","PEST08","Quintozene","X"
"509","PEST08","Quizalofop-ethyl","X"
"510","PEST08","Rimsulfuron","X"
"511","PEST08","Saflufenacil","X"
"512","PEST08","Sebuthylazine","X"
"513","PEST08","Sethoxydim","X"
"514","PEST08","Simazine","X"
"515","PEST08","Simeconazole","X"
"516","PEST08","Simetryn","X"
"517","PEST08","Spinetoram","X"
"518","PEST08","Spinosad","X"
"519","PEST08","Spiromesifen","X"
"520","PEST08","Spiromesifen enol","X"
"521","PEST08","Spirotetramat","X"
"522","PEST08","Spirotetramat enol","X"
"523","PEST08","Spirotetramat enol-glucoside","X"
"524","PEST08","Spirotetramat-keto-hydroxy","X"
"525","PEST08","Spirotetramat-mono-hydroxy","X"
"526","PEST08","Spiroxamine","X"
"527","PEST08","Sulfentrazone","X"
"528","PEST08","Sulprofos","X"
"529","PEST08","Tebuconazole","X"
"530","PEST08","Tebufenozide","X"
"531","PEST08","Tebufenpyrad","X"
"532","PEST08","Tebuthiuron","X"
"533","PEST08","Tecnazene","X"
"534","PEST08","Teflubenzuron","X"
"535","PEST08","Tefluthrin","X"
"536","PEST08","Temephos","X"
"537","PEST08","Tepraloxydim","X"
"538","PEST08","Terbacil","X"
"539","PEST08","Terbufos","X"
"540","PEST08","Terbumeton","X"
"541","PEST08","Terbuthylazine","X"
"542","PEST08","Terbutryn","X"
"543","PEST08","Tetrachlorvinphos","X"
"544","PEST08","Tetraconazole","X"
"545","PEST08","Tetradifon","X"
"546","PEST08","Tetrahydrophthalimide","X"
"547","PEST08","Thenylchlor","X"
"548","PEST08","Thiabendazole","X"
"549","PEST08","Thiacloprid","X"
"550","PEST08","Thiamethoxam","X"
"551","PEST08","Thiazopyr","X"
"552","PEST08","Thidiazuron","X"
"553","PEST08","Thiobencarb","X"
"554","PEST08","Thiocyclam hydrogen oxalate","X"
"555","PEST08","Thiometon","X"
"556","PEST08","Tiadinil","X"
"557","PEST08","Tolclofos-methyl","X"
"558","PEST08","Tolylfluanid","X"
"559","PEST08","Tralkoxydim","X"
"560","PEST08","Transfluthrin","X"
"561","PEST08","Triadimefon","X"
"562","PEST08","Triadimenol","X"
"563","PEST08","Tri-allate","X"
"564","PEST08","Triasulfuron","X"
"565","PEST08","Triazophos","X"
"566","PEST08","Tribenuron-methyl","X"
"567","PEST08","Tribufos","X"
"568","PEST08","Trichlorfon","X"
"569","PEST08","Tricyclazole","X"
"570","PEST08","Trifloxystrobin","X"
"571","PEST08","Trifloxysulfuron-sodium","X"
"572","PEST08","Triflumizole","X"
"573","PEST08","Triflumuron","X"
"574","PEST08","Trifluralin","X"
"575","PEST08","Triflusulfuron-methyl","X"
"576","PEST08","Triforine","X"
"577","PEST08","Triticonazole","X"
"578","PEST08","Uniconazole-P","X"
"579","PEST08","Vamidothion","X"
"580","PEST08","Vinclozolin","X"
"581","PEST08","XMC","X"
"582","PEST08","Zoxamide","X"
"583","PEST08_C6","Acephate","X"
"584","PEST08_C6","Aldrin","X"
"585","PEST08_C6","Azinphos-methyl","X"
"586","PEST08_C6","Azoxystrobin","X"
"587","PEST08_C6","Benalaxyl","X"
"588","PEST08_C6","Bifenthrin","X"
"589","PEST08_C6","Bioresmethrin","X"
"590","PEST08_C6","Bitertanol","X"
"591","PEST08_C6","Boscalid","X"
"592","PEST08_C6","Bromophos-ethyl","X"
"593","PEST08_C6","Bupirimate","X"
"594","PEST08_C6","Buprofezin","X"
"595","PEST08_C6","Captan","X"
"596","PEST08_C6","Carbaryl","X"
"597","PEST08_C6","Carbendazim","X"
"598","PEST08_C6","cis-Chlordane","X"
"599","PEST08_C6","trans-Chlordane","X"
"600","PEST08_C6","Chlorfenapyr","X"
"601","PEST08_C6","Chlorothalonil","X"
"602","PEST08_C6","Chlorpyrifos","X"
"603","PEST08_C6","Chlorpyrifos-methyl","X"
"604","PEST08_C6","Chlorthal-dimethyl","X"
"605","PEST08_C6","Clofentezine","X"
"606","PEST08_C6","Cyfluthrin","X"
"607","PEST08_C6","Cyhalothrin","X"
"608","PEST08_C6","Cypermethrin","X"
"609","PEST08_C6","Cyproconazole","X"
"610","PEST08_C6","Cyprodinil","X"
"611","PEST08_C6","o""-DDD","X"
"612","PEST08_C6","p""-DDD","X"
"613","PEST08_C6","o""-DDE","X"
"614","PEST08_C6","p""-DDE","X"
"615","PEST08_C6","o""-DDT","X"
"616","PEST08_C6","p""-DDT","X"
"617","PEST08_C6","Deltamethrin","X"
"618","PEST08_C6","Demeton-S-methyl","X"
"619","PEST08_C6","Diazinon","X"
"620","PEST08_C6","Dichlofluanid","X"
"621","PEST08_C6","Dichlorvos","X"
"622","PEST08_C6","Dicloran","X"
"623","PEST08_C6","Dicofol","X"
"624","PEST08_C6","Dieldrin","X"
"625","PEST08_C6","Difenoconazole","X"
"626","PEST08_C6","Dimethoate","X"
"627","PEST08_C6","Dimethomorph","X"
"628","PEST08_C6","Diphenylamine","X"
"629","PEST08_C6","Diuron","X"
"630","PEST08_C6","alpha-Endosulfan","X"
"631","PEST08_C6","beta-Endosulfan","X"
"632","PEST08_C6","Endosulfan sulfate","X"
"633","PEST08_C6","Endrin","X"
"634","PEST08_C6","Endrin ketone","X"
"635","PEST08_C6","Etoxazole","X"
"636","PEST08_C6","Fenamiphos","X"
"637","PEST08_C6","Fenarimol","X"
"638","PEST08_C6","Fenhexamid","X"
"639","PEST08_C6","Fenitrothion","X"
"640","PEST08_C6","Fenoxycarb","X"
"641","PEST08_C6","Fenpyroximate","X"
"642","PEST08_C6","Fenthion","X"
"643","PEST08_C6","Fenthion sulfone","X"
"644","PEST08_C6","Fenthion sulfoxide","X"
"645","PEST08_C6","Fenthion-oxon","X"
"646","PEST08_C6","Fenthion-oxon sulfone","X"
"647","PEST08_C6","Fenthion-oxon sulfoxide","X"
"648","PEST08_C6","Fenvalerate","X"
"649","PEST08_C6","Fipronil","X"
"650","PEST08_C6","Fipronil sulfide","X"
"651","PEST08_C6","Fipronil sulfone","X"
"652","PEST08_C6","Flubendiamide","X"
"653","PEST08_C6","Fludioxonil","X"
"654","PEST08_C6","Flusilazole","X"
"655","PEST08_C6","Fluvalinate","X"
"656","PEST08_C6","alpha-HCH","X"
"657","PEST08_C6","beta-HCH","X"
"658","PEST08_C6","gamma-HCH","X"
"659","PEST08_C6","delta-HCH","X"
"660","PEST08_C6","Heptachlor","X"
"661","PEST08_C6","Heptachlor endo-epoxide","X"
"662","PEST08_C6","Heptachlor exo-epoxide","X"
"663","PEST08_C6","Hexachlorobenzene","X"
"664","PEST08_C6","Hexaconazole","X"
"665","PEST08_C6","Hexythiazox","X"
"666","PEST08_C6","Imazalil","X"
"667","PEST08_C6","Imidacloprid","X"
"668","PEST08_C6","5-Hydroxyimidacloprid","X"
"669","PEST08_C6","Imidacloprid olefin","X"
"670","PEST08_C6","Indoxacarb","X"
"671","PEST08_C6","Iprodione","X"
"672","PEST08_C6","Kresoxim-methyl","X"
"673","PEST08_C6","Linuron","X"
"674","PEST08_C6","Malathion","X"
"675","PEST08_C6","Metalaxyl","X"
"676","PEST08_C6","Methabenzthiazuron","X"
"677","PEST08_C6","Methacrifos","X"
"678","PEST08_C6","Methamidophos","X"
"679","PEST08_C6","Methidathion","X"
"680","PEST08_C6","Methomyl","X"
"681","PEST08_C6","Metribuzin","X"
"682","PEST08_C6","Mevinphos","X"
"683","PEST08_C6","Monocrotophos","X"
"684","PEST08_C6","Myclobutanil","X"
"685","PEST08_C6","Omethoate","X"
"686","PEST08_C6","Oxyfluorfen","X"
"687","PEST08_C6","Paclobutrazol","X"
"688","PEST08_C6","Parathion","X"
"689","PEST08_C6","Parathion-methyl","X"
"690","PEST08_C6","Penconazole","X"
"691","PEST08_C6","Pendimethalin","X"
"692","PEST08_C6","Permethrin","X"
"693","PEST08_C6","2-Phenylphenol","X"
"694","PEST08_C6","Phorate","X"
"695","PEST08_C6","Phoratesulfone","X"
"696","PEST08_C6","Phoratesulfoxide","X"
"697","PEST08_C6","Phosmet","X"
"698","PEST08_C6","Piperonyl butoxide","X"
"699","PEST08_C6","Pirimicarb","X"
"700","PEST08_C6","Pirimiphos-methyl","X"
"701","PEST08_C6","Prochloraz","X"
"702","PEST08_C6","Procymidone","X"
"703","PEST08_C6","Profenofos","X"
"704","PEST08_C6","Propargite","X"
"705","PEST08_C6","Propiconazole","X"
"706","PEST08_C6","Prothiofos","X"
"707","PEST08_C6","Pymetrozin","X"
"708","PEST08_C6","Pyraclostrobin","X"
